設問1	設問2-1	設問2-2	設問3	設問4	設問5-1	設問5-2	設問6-1	設問6-2	設問7-1	設問7-2	設問8	設問9	設問10（チェック）	設問11	設問12	会員ID
はい	完了していない	ここには何も入力しないでください。	20代	その他	会社勤務（一般社員）		この中に当てはまるものがない		その他		1通未満		221957	wJfCeJVt		1233837086
はい	完了している	ここには何も入力しないでください。	50代	女性	パート・アルバイト		この中に当てはまるものがない		日本語配列（JIS配列）		1~9通	仕事に関する連絡事項	221957	pIkYhl3J	特にない	1233627040
はい	完了している	ここには何も入力しないでください。	40代	女性	パート・アルバイト		外食・各種サービス		日本語配列（JIS配列）		1通未満	業務でメールは使用しない	221957	2TYeO5PI		1232178844
はい	完了している	ここには何も入力しないでください。	50代	女性	会社勤務（管理職）		この中に当てはまるものがない		日本語配列（JIS配列）		40~49通	業務連絡、元受け下請け指示書	221957	lbif2G5M		1236626657
はい	完了している	ここには何も入力しないでください。	50代	女性	派遣社員・契約社員		教育・医療サービス・宗教		日本語配列（JIS配列）		1~9通	業務連絡、画像送信	221957	E7hegxkH		1235948469
はい	完了している	ここには何も入力しないでください。	20代	女性	学生		この中に当てはまるものがない		日本語配列（JIS配列）		1通未満	教授への授業に関しての質問などの大学に関することをメールで送信している。	221957	B4j0doQM		1238673575
はい	完了している	ここには何も入力しないでください。	50代	女性	無職		この中に当てはまるものがない		日本語配列（JIS配列）		1~9通	連絡事項	221957	Alssx16v	特になし	1233652841
はい	完了している	ここには何も入力しないでください。	50代	女性	パート・アルバイト		不動産・住宅設備		日本語配列（JIS配列）		1~9通	取引先から請求書や申込書など作成の依頼など	221957	I6vFVBS3	自分の入力の速さと正確さが遅くて、制限時間内になかなか入力出来ずで悔しかったです。##タイピングの練習をして、自分のスキルを上げたいと思いました。	1228363438
はい	完了している	ここには何も入力しないでください。	40代	女性	会社勤務（一般社員）		その他	福祉サービス	日本語配列（JIS配列）		1通未満	日程調整、共同で資料を作成するためのやりとり	221957	TG1TanNU	普段なら初めて入力するメールアドレスは絶対に間違わないように丁寧に入力するのに、この実験では早さを求められるので緊張した。	1234897217
はい	完了している	ここには何も入力しないでください。	40代	女性	派遣社員・契約社員		情報・通信		英語配列（US配列）		1~9通	発注先への作業についての指示やデータのやり取り	221957	W90lWr1u	制限時間が短い	1231849165
はい	完了している	ここには何も入力しないでください。	20代	女性	会社勤務（一般社員）		外食・各種サービス		日本語配列（JIS配列）		1通未満	請求書や納品連絡	221957	Km5m8Qhe		1232003772
