設問1	設問2-1	設問2-2	設問3	設問4	設問5-1	設問5-2	設問6-1	設問6-2	設問7-1	設問7-2	設問8	設問9	設問10（チェック）	設問11	設問12	会員ID
はい	完了している	ここには何も入力しないでください。	30代	男性	会社勤務（一般社員）		この中に当てはまるものがない		日本語配列（JIS配列）		1~9通	業務連絡	221957	lbiWlG5M		1236220063
はい	完了している	ここには何も入力しないでください。	40代	男性	会社勤務（一般社員）		情報・通信		日本語配列（JIS配列）		1~9通	技術的なやりとり	221957	7LdwUD25		1233100777
はい	完了している	ここには何も入力しないでください。	50代	男性	無職		この中に当てはまるものがない		日本語配列（JIS配列）		1~9通	特になし	221957	dp4GVwPg		1225479113
はい	完了している	ここには何も入力しないでください。	50代	男性	会社勤務（管理職）		不動産・住宅設備		日本語配列（JIS配列）		1~9通	打ち合わせや予定の確認など	221957	Km5rsQhe	少し難しかったです。	1231917108
はい	完了している	ここには何も入力しないでください。	40代	男性	無職		この中に当てはまるものがない		日本語配列（JIS配列）		1通未満	特になし	221957	FyGi3X2u	目が疲れた	1239079771
はい	完了している	ここには何も入力しないでください。	60代	男性	パート・アルバイト		官公庁・団体		日本語配列（JIS配列）		1~9通	業務における点検結果の報告書	221957	si8Jkjwd	自分自身、わからないことがありましたがやっていくうちに徐々に回復していったのでとても良い勉強になりました。ありがとうございました。	1235677659
はい	完了している	ここには何も入力しないでください。	50代	男性	自営業（商工サービス）		流通・小売業		日本語配列（JIS配列）		1~9通	販売商品の詳細説明や到着日数について	221957	vgmyyzqs	思ったより長かったです。お疲れ様でございました。	1234692773
はい	完了している	ここには何も入力しないでください。	40代	男性	会社勤務（一般社員）		この中に当てはまるものがない		日本語配列（JIS配列）		1通未満	ほぼ使用しません、以前は作業の開始と終了の連絡をしていましたが、lineに変わりました。	221957	4kOPClA2		1236605084
はい	完了している	ここには何も入力しないでください。	40代	男性	会社勤務（一般社員）		この中に当てはまるものがない		日本語配列（JIS配列）		500通以上	セール情報の案内	221957	8DRRZ0Ym		1231784411
はい	完了している	ここには何も入力しないでください。	50代	男性	パート・アルバイト		教育・医療サービス・宗教		日本語配列（JIS配列）		10~19通	連絡事項・挨拶等	221957	SeIbusMx		1235535822
はい	完了している	ここには何も入力しないでください。	40代	男性	SOHO		この中に当てはまるものがない		日本語配列（JIS配列）		1~9通	スケジュールを確認するもの	221957	3fWDxpP1	アドレスが多くて大変でした。	1225962044
はい	完了している	ここには何も入力しないでください。	30代	男性	SOHO		その他	文筆業	英語配列（US配列）		1~9通	原稿の送信	221957	LSpb9H1j	最初にもう少し練習したかった気もします。	1238623106
はい	完了している	ここには何も入力しないでください。	30代	男性	パート・アルバイト		外食・各種サービス		日本語配列（JIS配列）		1~9通	経過報告と数値の情報	221957	RPeJpN9O	ブラインドタッチにそれなりに自信がある方だが制限時間が厳しく緊張した	1234587202
はい	完了している	ここには何も入力しないでください。	50代	男性	会社勤務（一般社員）		その他	運輸	英語配列（US配列）		1~9通	仕事内容や予定の確認など	221957	MBnwxyn8	ありがとうございました！	1232578411
はい	完了している	ここには何も入力しないでください。	40代	男性	会社勤務（管理職）		情報・通信		日本語配列（JIS配列）		1~9通	質問事項、データや資料の送信	221957	Y1EfITJD	なかなか難しかった	1235577131
はい	完了していない	ここには何も入力しないでください。	40代	男性	自営業（商工サービス）		外食・各種サービス		日本語配列（JIS配列）		1通未満	商品についての問い合わせ	221957	oXlGwr7q	とくになし	1239009988
はい	完了している	ここには何も入力しないでください。	50代	男性	会社勤務（管理職）		外食・各種サービス		日本語配列（JIS配列）		1~9通	問い合わせのへの回答や業者とのやり取りなど	221957	0FTUit07	頭の体操になりました	1231785741
はい	完了している	ここには何も入力しないでください。	40代	男性	会社勤務（一般社員）		この中に当てはまるものがない		日本語配列（JIS配列）		1~9通	業務連絡	221957	GrUsmcaj		1228372506
はい	完了している	ここには何も入力しないでください。	30代	男性	無職		この中に当てはまるものがない		日本語配列（JIS配列）		1通未満		221957	aQtcdN7y	入力の制限時間がギリギリで、焦った。	1237770808
はい	完了している	ここには何も入力しないでください。	30代	男性	無職		この中に当てはまるものがない		日本語配列（JIS配列）		1通未満	現在は離職したので業務自体はないですが、離職する前はベンチャー企業でSEをやっていたので直接依頼メールが届くので開発の進行状況や現在動いてるものの修正などの依頼に対するメール。	221957	fa9hGW1V	始まって数秒でいきなりタイムアップになるものがあったのが大変でした。また、残り1秒あれば送信時間が間に合ったのにということが幾つかあり、自分のタイピング速度が落ちていていショックでしたが自分のタイピングの正確さが落ちていることを自覚できたのでこちらとして良い機会をいただけて良かったです。	1239183028
はい	完了している	ここには何も入力しないでください。	40代	その他	派遣社員・契約社員		外食・各種サービス		日本語配列（JIS配列）		1通未満	ほぼ送信しない。あったとしても業務においては、確認作業や出血確認のみ。	221957	W90cCr1u	特にありません。疲れました。	1234356157
はい	完了している	ここには何も入力しないでください。	50代	男性	SOHO		情報・通信		日本語配列（JIS配列）		10~19通	作業の進捗	221957	QoAiy4uZ		1225343670
はい	完了している	ここには何も入力しないでください。	30代	男性	無職		この中に当てはまるものがない		日本語配列（JIS配列）		1通未満	業務においてメールを使わない	221957	6zg7Ixhy	とくになし	1228897247
はい	完了している	ここには何も入力しないでください。	30代	男性	無職		この中に当てはまるものがない		日本語配列（JIS配列）		1~9通		221957	njqr1fLs		1234091277
